LinkageGroup,SNP,Scaffold,Position,SexAveraged_cM,Female_cM,Male_cM
2,1747,Chr2,131875750,146.516,137.382,156.343
2,1749,Chr2,132262606,147.145,138.245,156.761
2,1751,Chr2,132843634,147.686,138.245,157.613
2,1753,Chr2,133080119,147.935,138.697,157.865
2,1757,Chr2,133840007,148.326,138.911,158.402
2,1758,Chr2,134811296,149.302,139.506,159.769
2,1759,Chr2,134853533,149.534,139.707,160.034
2,1760,Chr2,135056490,149.689,139.904,160.178
2,1761,Chr2,135451976,149.999,140.216,160.373
2,1763,Chr2,135587533,150.19,140.216,160.816
2,1766,Chr2,135754576,150.313,140.216,161.151
2,1768,Chr2,136935809,151.216,141.365,161.784
2,1769,Chr2,137463614,151.695,142.08,161.784
2,1772,Chr2,138342212,152.297,142.738,162.572
2,1775,Chr2,138669029,152.297,142.738,162.572
2,1771,Chr2,138152725,152.297,142.738,162.572
2,1786,Chr2,139810438,153.022,143.162,163.495
2,1793,Chr2,142500523,153.269,143.706,163.587
2,1788,Chr2,140485259,153.523,143.706,164.1
2,1790,Chr2,141290417,153.868,144.061,164.323
2,1792,Chr2,142101788,154.113,144.587,164.323
2,1794,Chr2,143554175,154.905,145.097,165.348
2,1796,Chr2,143801845,154.98,145.097,165.509
2,1798,Chr2,143860343,155.04,145.261,165.6
2,1803,Chr2,144576979,155.183,145.261,165.834
2,1805,Chr2,144896945,155.354,145.261,166.133
2,1801,Chr2,143901061,155.433,145.261,166.299
2,1809,Chr2,146247051,156.257,145.669,167.502
2,1816,Chr2,147255769,156.646,145.912,168.078
2,1829,Chr2,151574843,157.436,146.313,169.326
2,1821,Chr2,148857545,157.664,146.677,169.326
2,1822,Chr2,148951556,157.861,146.903,169.474
2,1825,Chr2,150135006,158.006,147.297,169.474
2,1827,Chr2,151042372,158.218,147.542,169.581
2,1830,Chr2,151762087,158.36,147.71,169.66
2,1835,Chr2,153746405,158.523,148.104,169.66
2,1845,Chr2,154487303,158.573,148.232,169.66
2,1852,Chr2,155338279,158.767,148.446,169.885
2,1855,Chr2,155832969,159.106,148.983,169.885
2,1857,Chr2,156142075,159.177,148.983,170.149
2,1859,Chr2,156172029,159.177,148.983,170.149
2,1862,Chr2,156736478,159.323,149.244,170.149
2,1874,Chr2,158257092,159.635,149.846,170.149
2,1876,Chr2,158307578,159.749,150.034,170.149
2,1871,Chr2,157905546,159.82,150.177,170.149
2,1884,Chr2,158841342,160.389,151.102,170.409
2,1889,Chr2,159891003,160.735,151.428,170.72
2,1886,Chr2,159441528,160.841,151.677,170.72
2,1885,Chr2,158993659,160.932,151.833,170.72
2,1892,Chr2,160804958,161.755,152.952,171.25
2,1893,Chr2,160812070,162.135,153.28,171.657
2,1896,Chr2,161066281,162.409,153.866,171.657
2,1894,Chr2,160998016,162.409,153.866,171.657
2,1899,Chr2,161911045,162.879,154.859,171.657
2,1901,Chr2,162595153,163.53,155.661,171.914
2,1902,Chr2,162791246,163.692,156.201,171.914
2,1903,Chr2,162950630,163.811,156.422,171.914
2,1904,Chr2,163178609,164.064,156.901,171.914
2,1905,Chr2,163185087,164.209,157.221,171.914
2,1915,Chr2,163883529,164.402,157.983,171.914
2,1916,Chr2,164266701,164.904,158.118,172.385
2,1923,Chr2,164860696,165.305,158.891,172.468
2,1924,Chr2,164868596,165.305,158.891,172.468
2,1918,Chr2,164754901,165.412,158.891,172.589
2,1928,Chr2,165444237,165.698,159.376,172.795
2,1970,Chr2,167411656,166.208,160.207,172.968
2,1978,Chr2,167746568,166.368,160.429,173.078
2,1974,Chr2,167662188,166.488,160.605,173.078
2,1972,Chr2,167550171,166.759,160.807,173.508
2,1959,Chr2,167055200,166.977,160.977,173.71
2,1929,Chr2,165484713,167.706,161.612,174.485
2,42,Chr2,167955355,198.359,183.95,215.681
2,41,Chr2,168092609,199.049,184.225,216.914
2,121,Chr2,168721660,210.427,198.366,225.242
3,2297,Chr3,1865024,0,0,0
3,2295,Chr3,1904738,0.264,0.494,0
3,2296,Chr3,1880419,0.495,0.926,0
3,2300,Chr3,1777895,0.495,0.926,0
3,2299,Chr3,1782947,0.605,0.926,0.258
3,2290,Chr3,2092497,1.32,1.945,0.755
3,2286,Chr3,2239448,1.582,2.358,0.755
3,2287,Chr3,2238613,1.582,2.358,0.755
3,2278,Chr3,2285763,1.738,2.533,0.916
3,2271,Chr3,2467927,2.176,2.709,1.598
3,2268,Chr3,2536654,2.439,2.957,1.853
3,2267,Chr3,2546386,2.627,3.137,2.087
3,2264,Chr3,2726817,3.148,3.619,2.691
3,2261,Chr3,3100198,3.697,4.159,3.222
3,2259,Chr3,3162932,3.959,4.543,3.343
3,2257,Chr3,3386713,4.291,4.949,3.507
3,2255,Chr3,3514959,4.512,4.949,4.05
3,2251,Chr3,3602128,4.621,4.949,4.268
3,2248,Chr3,3771059,5.294,5.5,5.078
3,2247,Chr3,4152542,5.92,5.82,6.006
3,2244,Chr3,4428889,6.327,5.82,6.641
3,2242,Chr3,4643374,7.214,6.93,7.476
3,2241,Chr3,4676574,7.384,6.93,7.748
3,2240,Chr3,4711780,7.995,7.398,8.623
3,2088,Chr3,5622839,9.386,8.055,10.775
3,2085,Chr3,5810305,9.723,8.055,11.368
3,2084,Chr3,5900123,10.014,8.055,11.913
3,2081,Chr3,6172075,10.257,8.055,12.379
3,2079,Chr3,6209348,10.358,8.055,12.578
3,2077,Chr3,6534229,10.676,8.431,12.9
3,2076,Chr3,6766720,11.23,8.732,13.804
3,2072,Chr3,7066535,11.717,8.732,14.698
3,2070,Chr3,7183217,11.805,8.732,14.89
3,2066,Chr3,7380521,12.02,8.732,15.374
3,2064,Chr3,7674627,12.456,8.732,16.118
3,2056,Chr3,9215887,12.603,8.92,16.327
3,2053,Chr3,12664947,12.778,8.92,16.691
3,2048,Chr3,13101481,12.932,8.92,17.039
3,2045,Chr3,13525495,13.339,9.144,17.577
3,2044,Chr3,13531510,13.406,9.144,17.701
3,2040,Chr3,14168944,14.448,9.631,19.311
3,2037,Chr3,14446329,14.98,9.976,20.075
3,2028,Chr3,14694383,15.421,10.324,20.608
3,2027,Chr3,14703859,15.421,10.324,20.608
3,2025,Chr3,14760452,15.474,10.324,20.77
3,2016,Chr3,14866610,15.54,10.407,20.77
3,1982,Chr3,15055933,16.274,11.179,21.428
3,2203,Chr3,16730375,16.722,11.542,21.893
3,2218,Chr3,16565708,16.722,11.542,21.893
3,2160,Chr3,17447061,17.451,12.655,22.265
3,2171,Chr3,18059373,19.439,14.221,24.701
3,2170,Chr3,17983243,19.502,14.32,24.701
3,2174,Chr3,18107321,19.928,14.874,25.03
3,2177,Chr3,18241786,20.285,15.081,25.49
3,2179,Chr3,18268250,20.465,15.081,25.891
3,2180,Chr3,18334222,20.465,15.081,25.891
3,2184,Chr3,18521984,21.225,15.653,27.109
3,2185,Chr3,18821518,21.447,15.915,27.109
3,2187,Chr3,18961495,22.133,16.636,27.723
3,2195,Chr3,19087320,22.478,17.011,27.852
3,2196,Chr3,19090225,22.558,17.126,28.024
3,2198,Chr3,19104262,22.601,17.357,28.024
3,2210,Chr3,19330721,23.377,17.86,29
3,2205,Chr3,19268964,23.464,17.959,29
3,2206,Chr3,19284103,23.637,18.077,29.24
3,2213,Chr3,19354274,23.91,18.425,29.44
3,2216,Chr3,19387038,24.214,18.705,29.765
3,2220,Chr3,19566097,24.378,19.018,29.765
3,2221,Chr3,20152927,25.883,19.874,31.939
3,2224,Chr3,20276274,26.248,20.108,32.412
3,2226,Chr3,20713017,27.511,21.533,33.568
3,2227,Chr3,20839518,27.667,21.686,33.724
3,2228,Chr3,21238470,28.728,22.683,34.812
3,2231,Chr3,21508137,29.416,23.218,35.655
3,2232,Chr3,21615224,29.727,23.413,36.069
3,2235,Chr3,22030350,30.359,24.348,36.398
3,2237,Chr3,22220257,30.683,24.677,36.693
3,2097,Chr3,22434497,31.028,25.268,36.918
3,2098,Chr3,22521567,31.292,25.372,37.252
3,2100,Chr3,22631744,31.545,25.482,37.604
3,2099,Chr3,22575129,31.628,25.494,37.7
3,2102,Chr3,22759012,32.165,26.241,38.156
3,2101,Chr3,22749873,32.165,26.241,38.156
3,2107,Chr3,22939852,32.424,26.687,38.272
3,2110,Chr3,23068428,32.858,26.995,38.782
3,2112,Chr3,23172547,33.268,27.199,39.403
3,2116,Chr3,23391174,33.432,27.291,39.625
3,2118,Chr3,23451674,33.653,27.77,39.625
3,2121,Chr3,23531461,33.8,27.77,39.948
3,2122,Chr3,23657673,33.938,27.869,40.121
3,2125,Chr3,23859629,34.338,28.37,40.138
3,2126,Chr3,24473491,35.701,29.619,41.838
3,2128,Chr3,24720934,35.936,29.619,42.234
3,2129,Chr3,25306228,37.283,31.482,43.182
3,2131,Chr3,25369701,37.433,31.482,43.361
3,2133,Chr3,25813453,38.149,32.455,43.981
3,2135,Chr3,26147426,38.512,32.88,44.19
3,2139,Chr3,28323251,39.56,34.308,44.84
3,2140,Chr3,28567090,39.765,34.308,45.251
3,2141,Chr3,29007760,40.959,35.126,46.708
3,2142,Chr3,29289122,41.372,35.763,47.156
3,2143,Chr3,29632811,41.92,35.787,47.934
3,2144,Chr3,29991623,42.713,36.701,48.795
3,2145,Chr3,30142466,42.836,36.701,48.986
3,2146,Chr3,30365280,43.435,37.111,49.871
3,2148,Chr3,30601323,43.759,37.349,50.238
3,2151,Chr3,31913845,45.942,39.579,52.276
3,2153,Chr3,32004630,46.376,40.049,52.655
3,2154,Chr3,32240493,46.97,40.507,53.59
3,2155,Chr3,32445603,47.373,40.629,54.166
3,2156,Chr3,32843244,47.912,40.687,55.008
3,2157,Chr3,33375192,48.565,41.515,55.671
3,2158,Chr3,33578999,48.877,41.667,55.985
3,2161,Chr3,33986774,49.338,42.383,56.322
3,2162,Chr3,34211300,49.475,42.383,56.509
3,2172,Chr3,34485970,49.794,42.656,56.905
3,2182,Chr3,34826930,50.205,43.648,56.905
3,2277,Chr3,37642674,50.569,43.737,57.247
3,2298,Chr3,38116871,50.93,44.746,57.354
3,2308,Chr3,38765469,51.138,44.86,57.48
3,2311,Chr3,39323110,51.862,45.393,58.27
3,2318,Chr3,39631876,52.128,45.859,58.414
3,2337,Chr3,40148577,52.26,46.062,58.527
3,2330,Chr3,39876841,52.26,46.062,58.527
3,2332,Chr3,39896915,52.401,46.062,58.814
3,2341,Chr3,40535688,52.772,46.519,59.085
3,2322,Chr3,39715985,61.109,54.162,68.12
3,2348,Chr3,42272488,68.534,61.591,75.476
3,2350,Chr3,42283686,72.017,64.361,79.865
3,2342,Chr3,41207077,73.017,65.688,80.373
3,2346,Chr3,41954786,73.307,65.808,80.929
3,2352,Chr3,42647144,73.96,66.735,81.287
3,2355,Chr3,43704234,74.717,67.672,81.825
3,2356,Chr3,43974474,74.971,67.97,82.067
3,2359,Chr3,44294572,75.159,68.043,82.235
3,2362,Chr3,44687746,75.302,68.403,82.344
3,2367,Chr3,45200569,75.801,68.661,82.841
3,2370,Chr3,45879882,76.03,69.172,82.933
3,2372,Chr3,46955564,76.58,69.813,83.367
3,2374,Chr3,47382586,76.731,70.152,83.367
3,2375,Chr3,48222998,77.393,71.413,83.367
3,2380,Chr3,48760629,77.847,71.783,83.933
3,2382,Chr3,48970321,78.049,71.783,84.286
3,2386,Chr3,49255343,78.149,72.02,84.286
3,2387,Chr3,49451692,78.316,72.02,84.646
3,2390,Chr3,49772486,78.628,72.683,84.646
3,2400,Chr3,50624279,79.056,73.065,84.95
3,2401,Chr3,50739678,79.206,73.065,85.337
3,2402,Chr3,50950172,79.378,73.34,85.462
3,2409,Chr3,51419294,79.837,73.816,85.948
3,2410,Chr3,51825360,79.992,73.816,86.144
3,2415,Chr3,52482228,80.714,74.651,86.815
3,2421,Chr3,53287748,81.341,75.52,87.217
3,2419,Chr3,52976385,81.444,75.646,87.253
3,2422,Chr3,56142150,81.781,76.242,87.392
3,2420,Chr3,53276528,82.003,76.482,87.617
3,2425,Chr3,57133052,83.046,77.712,88.533
3,2432,Chr3,58308604,83.941,78.268,89.693
3,2434,Chr3,59266214,84.629,78.775,90.585
3,2435,Chr3,59482925,84.787,78.911,90.744
3,2439,Chr3,60084451,85.773,80.378,91.135
3,2442,Chr3,60353847,86.044,80.378,91.764
3,2446,Chr3,60996068,86.431,80.884,92.029
3,2456,Chr3,63079053,87.449,82.17,92.71
3,2449,Chr3,61905585,87.686,82.427,92.914
3,2452,Chr3,62491189,88.057,82.621,93.499
3,2454,Chr3,62774603,88.287,82.738,93.871
3,2459,Chr3,64443964,90.1,84.582,95.371
3,2462,Chr3,66106971,91.357,86.756,96.006
3,2467,Chr3,66682614,91.845,87.572,96.176
3,2466,Chr3,66549779,91.93,87.702,96.176
3,2472,Chr3,67206619,92.205,88.141,96.372
3,2476,Chr3,68014546,92.601,88.308,96.936
3,2479,Chr3,68333859,92.9,88.523,97.331
3,2481,Chr3,69408136,93.686,89.361,98.06
3,2480,Chr3,69198636,93.686,89.361,98.06
3,2482,Chr3,69677809,93.892,89.551,98.296
3,2483,Chr3,69898840,94.164,89.779,98.589
3,2484,Chr3,71075377,94.977,90.975,99.107
3,2486,Chr3,71228753,95.277,91.458,99.107
3,2488,Chr3,72108790,96.016,92.649,99.619
3,2491,Chr3,72482933,96.317,92.649,99.932
3,2492,Chr3,73857506,97.072,93.938,100.239
3,2493,Chr3,74768566,97.747,95.202,100.239
3,2494,Chr3,74923956,98.055,95.634,100.57
3,2495,Chr3,75160710,98.392,96.055,100.716
3,2497,Chr3,75783078,98.841,96.419,101.306
3,2499,Chr3,76199418,99.28,97.048,101.564
3,2501,Chr3,76765785,99.426,97.317,101.564
3,2502,Chr3,76819926,99.511,97.5,101.564
3,2506,Chr3,77695356,100.203,98.639,101.888
3,2507,Chr3,78013701,100.501,98.639,102.366
3,2509,Chr3,78721377,101.032,99.376,102.823
3,2511,Chr3,78951265,101.313,99.376,103.267
3,2516,Chr3,80079780,101.858,100.105,103.672
3,2514,Chr3,79877814,101.968,100.242,103.769
3,2512,Chr3,79473615,102.181,100.429,103.967
3,2518,Chr3,80267077,102.634,100.763,104.602
3,2524,Chr3,81163026,103.595,101.469,105.871
3,2525,Chr3,81495850,103.872,101.748,106.118
3,2528,Chr3,83129355,104.531,103.215,106.118
3,2529,Chr3,84003755,104.894,103.215,106.556
3,2530,Chr3,84697992,105.642,104.147,107.188
3,2535,Chr3,85705214,106.068,104.584,107.577
3,2536,Chr3,86302062,106.151,104.584,107.798
3,2537,Chr3,86666422,106.505,105.178,107.798
3,2539,Chr3,87483808,106.66,105.386,108.006
3,2544,Chr3,87938201,107.015,105.88,108.216
3,2542,Chr3,87809594,107.141,106.107,108.216
3,2538,Chr3,87286097,107.218,106.205,108.216
3,2548,Chr3,88770694,107.956,106.772,109.195
3,2550,Chr3,88876961,108.112,106.91,109.359
3,2553,Chr3,89236096,108.698,107.381,110.033
3,2554,Chr3,89612064,109.076,107.615,110.699
3,2555,Chr3,89805606,109.344,107.791,110.892
3,2561,Chr3,90659442,110.014,108.156,111.932
3,2562,Chr3,90797002,110.193,108.287,112.125
3,2563,Chr3,91118972,110.327,108.287,112.422
3,2564,Chr3,91657278,110.49,108.409,112.615
3,2567,Chr3,92703200,111.262,109.006,113.615
3,2568,Chr3,93106205,111.377,109.006,113.793
3,2570,Chr3,93689279,111.858,109.345,114.484
3,2571,Chr3,94249999,112.161,109.542,114.912
3,2574,Chr3,95268766,112.46,109.542,115.184
3,2575,Chr3,95445655,112.629,110.051,115.184
3,2578,Chr3,96079423,112.882,110.051,115.747
3,2579,Chr3,97606110,113.18,110.623,115.747
3,2580,Chr3,98641243,113.336,110.831,115.926
3,2583,Chr3,99486473,113.467,111.067,115.926
3,2585,Chr3,100155006,113.865,111.067,116.736
3,2587,Chr3,100477560,114.094,111.305,116.865
3,2590,Chr3,100894214,114.338,111.402,117.378
3,2592,Chr3,101209204,114.471,111.516,117.49
3,2605,Chr3,103596961,114.919,112.093,117.776
3,2608,Chr3,104244989,114.978,112.193,117.776
3,2609,Chr3,104524094,115.113,112.276,117.981
3,2612,Chr3,105134372,115.477,112.556,118.591
3,2613,Chr3,107203942,116.026,113.293,118.98
3,2615,Chr3,107922000,116.605,114.253,118.98
3,2618,Chr3,108735657,117.906,115.868,119.985
3,2625,Chr3,109827142,118.081,116.095,120.136
3,2627,Chr3,110032989,118.189,116.27,120.136
3,2633,Chr3,110814287,118.409,116.544,120.331
3,2629,Chr3,110507974,118.456,116.544,120.406
3,2632,Chr3,110691079,118.553,116.656,120.484
3,2638,Chr3,112119041,119.263,117.67,120.871
3,2639,Chr3,112356275,119.434,118.047,120.871
3,2640,Chr3,112759308,119.54,118.244,120.871
3,2644,Chr3,114194683,120.614,120.262,121.089
3,2645,Chr3,115519123,121.637,121.646,121.668
3,2647,Chr3,115785476,122.247,122.755,121.842
3,2648,Chr3,115850493,122.334,122.755,121.974
3,2646,Chr3,115667296,122.436,122.865,122.017
3,2654,Chr3,116311793,122.829,123.259,122.412
3,2656,Chr3,116589805,123.149,123.627,122.751
3,2659,Chr3,117337672,123.701,124.746,122.751
3,2661,Chr3,117832760,123.896,125.135,122.751
3,2662,Chr3,118012900,124.428,125.928,123.096
3,2663,Chr3,118331286,124.746,126.386,123.2
3,2670,Chr3,118799721,125.366,127.146,123.561
3,2673,Chr3,118991632,125.38,127.146,123.82
3,2666,Chr3,118592995,125.511,127.249,123.833
3,2678,Chr3,119403161,126.173,127.962,124.474
3,2679,Chr3,119426205,126.173,127.962,124.474
3,2680,Chr3,119691991,127.067,128.919,125.261
3,2684,Chr3,120222619,127.638,129.743,125.641
3,2682,Chr3,120165069,127.752,129.976,125.641
3,2686,Chr3,120739657,128.711,130.943,126.615
3,2690,Chr3,121001960,129.225,131.601,126.907
3,2691,Chr3,121104658,129.858,132.329,127.687
3,2692,Chr3,121370395,131.051,134.074,127.687
3,2693,Chr3,121733695,131.556,134.564,128.634
3,2694,Chr3,121828294,132.251,135.276,129.259
3,2696,Chr3,122023439,132.766,135.555,130.045
3,2699,Chr3,122122668,133.112,136.133,130.166
3,2700,Chr3,122130790,133.156,136.133,130.241
3,2702,Chr3,122213787,133.494,136.477,130.62
3,2703,Chr3,122250620,133.573,136.578,130.62
3,2705,Chr3,122288382,133.828,136.873,130.832
3,2711,Chr3,122574120,134.912,138,131.885
3,2710,Chr3,122555815,134.912,138,131.885
3,2719,Chr3,122608684,135.065,138.167,132.034
3,2722,Chr3,122687408,135.604,138.508,132.74
3,2725,Chr3,122856114,136.32,139.445,133.354
3,2727,Chr3,122915528,136.554,139.445,133.735
3,2729,Chr3,123005032,136.894,139.91,133.947
3,2732,Chr3,123057004,137.347,140.055,134.702
3,2734,Chr3,123213319,137.632,140.162,135.194
3,2736,Chr3,123347497,138.315,140.594,136.318
3,2737,Chr3,123379514,138.646,140.866,136.849
3,2738,Chr3,123486512,139.281,141.624,136.882
3,2741,Chr3,123653723,140.465,142.742,138.257
3,2743,Chr3,123681581,140.8,142.966,138.84
3,2746,Chr3,123913128,141.533,144.011,139.113
3,2748,Chr3,123955147,142.097,144.514,139.782
3,2749,Chr3,123972493,142.428,144.94,140.012
3,2750,Chr3,124043707,144.326,146.769,141.96
3,2753,Chr3,124083651,144.562,147.074,142.114
3,52,Chr3,124502936,158.521,154.852,162.959
3,129,Chr3,124782558,162.961,156.941,170.08
3,4,Chr3,124810973,163.331,157.378,170.08
3,57,Chr3,124854418,163.766,157.832,170.54
3,47,Chr3,124875900,163.946,158.016,170.727
3,17,Chr3,124917415,164.261,158.302,171.092
3,1991,Chr3,125124245,167.257,162.978,172.381
3,37,Chr3,125230519,167.411,163.362,172.381
3,1987,Chr3,125386318,167.759,163.89,172.471
3,2002,Chr3,125456585,167.909,164.224,172.471
3,2022,Chr3,125645850,168.312,164.951,172.555
3,2009,Chr3,125533294,168.364,165.067,172.555
3,2011,Chr3,125554370,168.671,165.458,172.739
3,2014,Chr3,125601324,168.867,165.874,172.739
3,2026,Chr3,125723192,169.288,166.491,172.739
3,2030,Chr3,125802831,169.537,166.851,173.153
3,1979,Chr3,125908572,169.629,167.017,173.153
4,2796,Chr4,660529,0,0,0
4,2809,Chr4,425338,0.058,0,0.102
4,2789,Chr4,730143,0.058,0,0.102
4,2850,Chr4,1609830,0.518,0.655,0.396
4,2859,Chr4,1959834,1.114,1.474,0.759
4,2861,Chr4,1999103,1.339,1.729,1.25
4,2860,Chr4,1978293,1.887,2.481,1.297
4,2871,Chr4,2587562,3.606,4.235,2.895
4,2868,Chr4,2372709,3.785,4.726,2.895
4,2870,Chr4,2555930,3.923,4.997,2.895
4,2873,Chr4,2961294,4.753,5.808,3.768
4,2874,Chr4,3028577,4.846,5.808,3.932
4,2878,Chr4,3223290,5.171,6.013,4.367
4,2883,Chr4,4094001,7.195,7.672,6.726
4,2880,Chr4,4784213,8.365,8.514,8.256
4,2882,Chr4,5216566,8.971,9.508,8.701
4,2887,Chr4,5470142,10.025,10.144,10.036
4,2888,Chr4,5546059,10.572,10.454,10.762
4,2890,Chr4,5692310,11.818,11.112,12.602
4,2891,Chr4,5750426,11.893,11.112,12.753
4,2893,Chr4,5996432,13.054,11.595,14.469
4,2894,Chr4,6078732,13.361,11.941,14.971
4,2896,Chr4,6136876,13.64,12.341,14.971
4,2898,Chr4,6276309,14.207,12.612,15.817
4,2755,Chr4,7512104,17.546,14.614,20.86
4,2902,Chr4,13938814,19.509,16.078,23.092
4,2908,Chr4,15592183,20.452,16.986,24.221
4,2763,Chr4,8525152,22.338,17.639,27.171
4,2901,Chr4,14864220,22.617,18.26,27.171
4,2906,Chr4,15358867,23.087,18.477,27.926
4,2904,Chr4,15110415,23.154,18.632,27.926
4,2911,Chr4,16028450,24.168,19.024,29.357
4,2914,Chr4,17433451,27.043,22.124,32.196
4,2915,Chr4,18064988,27.866,22.856,33.095
4,2917,Chr4,18440170,29.565,24.552,34.727
4,2920,Chr4,18848523,30.672,26.254,35.396
4,2922,Chr4,18878602,30.902,26.584,35.396
4,2923,Chr4,19049094,32.102,27.327,36.955
4,2929,Chr4,19536869,33.155,28.886,37.686
4,2930,Chr4,20300946,35.488,31.252,39.984
4,2933,Chr4,20799893,36.222,32.072,40.582
4,2937,Chr4,21241542,36.851,33.086,40.889
4,2938,Chr4,21358974,37.128,33.3,41.182
4,2940,Chr4,21994010,38.341,34.915,41.982
4,2941,Chr4,22639168,39.549,36.125,43.235
4,2942,Chr4,23492903,41.191,38.7,43.969
4,2950,Chr4,24247885,42.063,39.609,44.776
4,2951,Chr4,24380317,42.357,40.094,44.897
4,2952,Chr4,24786420,42.841,40.529,45.403
4,2953,Chr4,27195494,43.8,41.557,46.344
4,2954,Chr4,27781459,44.26,42.391,46.344
4,2957,Chr4,28288478,44.731,42.824,46.813
4,2958,Chr4,28628054,45.369,43.341,47.664
4,2960,Chr4,29345600,45.593,43.748,47.664
4,2961,Chr4,29652311,46.084,44.434,47.995
4,2964,Chr4,30060584,46.526,44.922,48.351
4,2966,Chr4,30812139,47.592,45.854,49.532
4,2967,Chr4,30987733,47.77,45.854,49.933
4,2973,Chr4,31605888,48.815,46.738,51.221
4,2976,Chr4,31610965,48.986,46.992,51.221
4,2979,Chr4,31970344,49.175,47.111,51.587
4,2984,Chr4,32596227,50.291,48.382,52.62
4,2988,Chr4,32944799,50.561,48.755,52.634
4,2989,Chr4,32945105,50.561,48.755,52.634
4,2991,Chr4,33427213,50.733,48.952,52.634
4,2992,Chr4,33952587,51.495,49.669,53.526
4,2994,Chr4,34170357,51.905,49.994,54.077
4,2995,Chr4,34232236,52.103,49.994,54.398
4,2997,Chr4,34885034,52.778,50.894,54.974
4,2998,Chr4,35434019,52.928,50.905,55.147
4,3003,Chr4,40517064,56.919,54.905,59.148
4,3004,Chr4,41443515,57.244,55.166,59.535
4,3005,Chr4,42154113,57.86,55.365,60.569
4,3007,Chr4,42297620,58.138,55.574,60.955
4,3009,Chr4,42868736,58.675,56.001,61.546
4,3010,Chr4,43008341,58.736,56.147,61.546
4,3012,Chr4,43652259,59.439,57.039,62.133
4,3011,Chr4,43594696,59.507,57.039,62.25
4,3013,Chr4,43963255,59.724,57.296,62.455
4,3015,Chr4,44527348,59.841,57.442,62.455
4,3017,Chr4,45143264,60.061,57.774,62.455
4,3018,Chr4,45404906,60.294,57.774,62.997
4,3026,Chr4,47920479,61.488,59.256,63.988
4,3025,Chr4,47919734,61.488,59.256,63.988
4,3030,Chr4,49595923,62.178,60.072,64.524
4,3031,Chr4,50718546,62.469,60.29,64.849
4,3035,Chr4,52912925,63.899,61.796,66.223
4,3034,Chr4,52689707,63.899,61.796,66.223
4,3036,Chr4,55264554,64.418,62.464,66.653
4,3037,Chr4,55405926,64.52,62.464,66.781
4,3041,Chr4,55961309,64.752,62.464,67.358
4,3044,Chr4,56959990,64.988,62.761,67.358
4,3046,Chr4,58165604,65.194,62.822,67.57
4,3052,Chr4,61522581,65.657,63.885,67.676
4,3049,Chr4,60722189,65.83,64.12,67.804
4,3055,Chr4,62104325,66.286,64.476,68.443
4,3056,Chr4,63626902,66.999,65.156,68.961
4,3057,Chr4,64308471,67.264,65.802,68.961
4,3060,Chr4,65602345,67.794,66.644,68.971
4,3062,Chr4,67003762,68.468,67.676,69.39
4,3064,Chr4,68055550,69.378,69.049,69.994
4,3066,Chr4,69211520,70.888,71.127,70.838
4,3067,Chr4,69315653,71.022,71.127,71.224
4,3068,Chr4,69346541,71.141,71.313,71.224
4,3072,Chr4,69641986,71.52,71.631,71.649
4,3075,Chr4,69762888,71.893,71.963,72.032
4,3077,Chr4,70015261,72.738,72.883,72.772
4,3081,Chr4,71241168,73.628,73.528,74.106
4,3088,Chr4,71721756,74.202,74.22,74.528
4,3085,Chr4,71579654,74.397,74.529,74.528
4,3086,Chr4,71661288,74.52,74.748,74.528
4,3090,Chr4,71926240,75.151,75.518,75.022
4,3092,Chr4,72120912,75.419,75.862,75.259
4,3093,Chr4,72283944,75.515,75.862,75.418
4,3095,Chr4,72581170,76.157,76.504,76.162
4,3097,Chr4,73095469,77.074,76.88,77.45
4,3100,Chr4,73374338,77.678,77.615,77.941
4,3102,Chr4,73455948,77.977,78.017,78.217
4,3104,Chr4,73702534,78.414,78.604,78.521
4,3106,Chr4,73856948,78.917,78.944,79.195
4,3107,Chr4,73938796,79.365,79.498,79.579
4,3114,Chr4,74048429,79.692,80.045,79.579
4,3115,Chr4,74067362,79.767,80.206,79.579
4,3118,Chr4,74244796,80.306,80.77,80.023
4,3119,Chr4,74347958,80.534,81.203,80.108
4,3121,Chr4,74514774,80.676,81.425,80.163
4,3123,Chr4,74558901,80.774,81.656,80.163
4,3125,Chr4,74816505,81.465,82.89,80.371
4,3124,Chr4,74777826,81.648,83.376,80.371
4,3127,Chr4,75169438,82.44,84.818,80.371
4,3130,Chr4,75922528,85.417,88.232,83.006
4,3131,Chr4,76034942,85.818,88.91,83.006
4,3138,Chr4,76368852,86.567,89.947,83.648
